FlueGasTemp,SteamPressure,FeedwaterConductivity,DrumLevel,FuelFlow,OxygenContent,Status
241.732214255072,53.94919748509557,2.2101549087426022,59.32828704092198,5.855111420435359,3.961110184495217,Unsafe
230.21129208101848,54.80389918004617,2.7099222436865267,41.87842869465933,4.628425093777947,4.16119754756347,Unsafe
265.45870878436085,62.41395062030159,2.191058585296259,36.616693731795365,4.628069539555182,3.6560824033288606,Safe
239.9256494809292,67.50137304500494,1.6275106162574724,44.67298912445023,6.433960658510874,4.061416159798168,Unsafe
259.0901492701846,49.57103780547498,1.6467622496171015,63.91042475055946,3.614954552261797,3.389356497167261,Unsafe
278.292788518158,54.85013862611533,2.2814553301425424,47.870213434497884,5.080497688668354,3.1288153868743755,Safe
237.158742611367,67.70161989909943,1.8149887670813776,35.2685412335347,5.399834140383199,4.156811355242135,Unsafe
260.24993489216604,57.89321596114779,2.7631079793981392,35.44711024098785,4.591969460388532,3.8577479476742953,Safe
236.23745768478605,62.00000002806783,2.301958520741687,39.57416846466174,4.242572749003043,3.553280968826975,Unsafe
247.2565533834274,53.552597063951566,1.0720333564057816,54.73341183385144,5.323798004252403,4.016851906128754,Unsafe
315.57506783256537,61.92110867584206,4.018009049343124,73.24834893322894,8.57886728033575,3.946926766421415,Unsafe
239.2704443611005,63.00106482872139,1.733581865610038,46.59980209376543,4.535491776197835,3.716506043078661,Unsafe
254.1853228865551,55.5324245374036,1.9910360158751008,55.11605090369021,4.208686335935504,4.42511652591851,Safe
294.51554505204894,43.83917330087205,7.422094009625345,63.16948105130511,7.601326566545585,2.46760622838008,Safe
243.052579568719,57.17370630394798,2.506471442334891,71.15770809562984,3.281837408586518,4.759496543874292,Unsafe
233.83935884522865,59.954204807326725,2.555572607602232,35.201350944911866,3.804263823844616,4.043915065296369,Unsafe
230.75511663717143,62.26378176038347,2.0366097251562327,56.00913782415334,5.151292679768828,4.10925379302306,Unsafe
244.8863818398088,57.21641051071418,2.233033374139302,47.110227417338415,3.8985689400342745,3.987816078752079,Unsafe
277.5898871696152,42.531812218298185,7.162427251735755,54.08698491861365,6.091179324398137,3.434559866419724,Safe
255.7290317834733,59.52444176149617,2.661670461244969,41.833869701790135,5.270084977978377,3.389114455763463,Safe
241.6161722909262,63.36194668805691,1.6143652916612596,40.375011650806776,4.417425980155564,3.577400942957222,Unsafe
317.1663159262986,45.37610937776448,6.03468766866788,58.720162620170086,6.93357808481386,2.424989954584005,Unsafe
249.13571804449623,55.81509822780207,1.9624864998016,44.83973468278272,6.9603645873052,3.037424093686864,Unsafe
246.10612972954596,45.8348485492863,2.5346418531975914,44.54344605637416,4.942945687588145,3.572745261135032,Unsafe
246.20855117355725,60.31770952280469,2.9926132678356785,72.44898414148727,4.989605057053128,4.500928597026901,Unsafe
278.641249607052,62.66603658949656,2.666999092938463,60.90979027619465,5.580393257810412,4.8681619044249445,Safe
252.8399246093856,55.51707229676404,2.334934018952411,40.64602740017706,6.331734424214101,3.270921104321194,Safe
286.81891021547983,51.22602062946245,5.126903673273894,50.55259987427322,8.57212948331809,3.7858945097829424,Unsafe
234.44400889645004,56.100966621312,1.6263890838897577,35.24128902898588,5.871457085302524,3.802261859786901,Unsafe
300.5552266227506,50.19972977964305,5.2524230259500655,43.27897403447281,7.359626305513887,2.986694082001615,Unsafe
257.8168364256901,62.494415973841065,1.398664246114004,32.8625642587076,4.999019969353396,3.2709037578415066,Unsafe
277.4718814878153,60.74670955529941,1.820357347846792,46.486650645442886,5.482028292469493,3.2780367350624817,Safe
260.28384619447627,57.26404105558755,2.6917120392779874,59.513326061105445,5.185610470726423,2.87593456696834,Safe
252.8637478621557,61.60792270186378,2.511851168295049,48.82810965935462,4.666829811631335,3.1298867093998384,Safe
329.1049130027609,35.52363463196947,4.69651579362,53.39613111109034,7.111819027377018,2.789347674985735,Unsafe
254.9181928623904,62.342700807730346,1.9705368227384743,48.20267485989879,4.118480021609029,4.49591335716906,Safe
230.59738562193857,62.78437361184073,2.2604884367458857,38.82802334259555,5.557434368396857,3.877158259304334,Unsafe
265.0888676769462,52.31734654808981,1.9257852994679072,49.78581705047663,5.221530556639762,3.956135941850689,Safe
